sequence,score
海洋公園 動物 介紹 互相 活動,1.8853304829183701
政府 下 星期 五 會 立 法 會 經濟 委員會 撥款 申請 海洋公園 付 撥款,2.675871705159089
美國 全部 計算 有 一 百 三 二 萬 証實 肺 炎 新冠 這 七 萬 人 死亡 肺 炎 影響 白 屋 副 領袖 名字 彭斯 有 關 新聞 祕書 病 毒 有 化驗 証實 有,4.535177216459995
彭斯 最近 病 毒 化驗 沒 事 名字 彭斯 有 關 現在 繼續 去 探 艾 十 屋 參加 食物 各種 活動 看 全部 戴口罩 沒,4.281788253689156
做 創 人 特朗普 死亡 時鐘 真 換 換 現在 死亡 死亡 大約 六 十 百分比,2.910814148456156
來 新聞 時間 海 關 和 水 警 聯 合作 拘捕 七 人 有 關 隱瞞 貨品 有 關 花 人參 有 關 內 最 高 貴,2.613415871876638
機場 三 路 附近 水塘 想 隱瞞 隱瞞 貨品 忙碌 船運 船運 船運,5.113099244393344
真 另 海 人 不理會 不理會 安全,1.013749433582908
海 關 猜 貨品 隱瞞 花 參 自 耕 魚 耕 屋 允許 牌 沒,1.2613000616106897
西 海 今 年 一 月 到 今 一 三 隱瞞 貨品 貨品 安全 意外 影響 六 人 死亡 一 人 失蹤,2.8952484340455262
深水埗 二 月 尾 發生 有 某人 街 街 躺 躺 打 打 警察 拘捕 九 警察 全部 工作 停,2.4495363138635042
兩 男 一 女 警察 有 關 工作 失誤 拘捕,1.3518940796176457
瞭解 這 有 關 甚麼 藏 毒品 有 藏 危險,1.3857752323630566
釋放 暫時 能 調查 六 月 頭 再 去 警察 簽名 簽名 真 嚴 再 說 禁止 全部 警察 違法 行為 規則 公平 公正 嚴 處理 會,5.1843137444357295
西 九龍 反 黑 社會 組 警察 祕密 藏 毒品 警 屋 領袖 有 男 女 懲罰 懲罰 毒品 藏 賣 早上 審判 再 延後 審判,4.698721566847374
停 工作 歲 四 一 警 屋 領袖 名字 名字 思 有 關 另 四 二 歲 男,1.025813013756895
真 車 警示燈 警察 車 到 二 八 歲 女 今 醫 屋 留,1.1765202841189897
警察 估 調查 這 冰 吸毒 有 關 以前 四 月 尾 油麻地 三 百 公 斤 冰 吸毒 有 關 大約 一 億 五 千 萬 年 三 十 內 吸毒 最 大 <MUMBLE>,3.0898832530015605
南韓 可能 再 爆發 爆發 組 組 傳染 傳染 一 天 再 加 一 八,2.033883314813385
多 人 有 關 甚麼 首爾 玩 地方 傳染 ,1.2753692765801987
首爾 內 二 千 一 百 夜 表演 跳舞 有 關 酒吧 全部 命令 命令 停 減 低 傳染 危險,2.9773262711621022
日本 現在 情況 最 嚴重 東京 一 天 加 三 六 新冠 肺 炎,1.7735079480404128
二 三 四 留 新 星星 印度 人 安排 飛機 返 新 德 印度 政府 計劃 多 接接 一 萬 五 千 人 返 返 返,2.7318594861807872
俄羅斯 這 政府 以前 年 年 一 樣 這 戰爭 勝利 紀念 節 有 關 真 屋 外 有 獻花 獻花 獻花 真 以前 犠牲 全部 致意,5.611671884872125
這 政府 領袖 全部 人 默 靜 一 分鐘,1.0708218397108573
再 向 向 向 一 二 碑 碑 獻花 獻花 獻花,2.6769430058773422
以前 政府 領袖 內地 有 關 聯絡 電話 有 關 俄羅斯 合作 仍然 守護 二 戰爭 勝利 仍然 國 和平,4.3128946427252535
俄羅斯 軍人 軍機 軍機 真 現在 紀念 唯一 表演 七 五 直升機 有 真 軍 警 軍機 軍機 包括 名字 名字 安 五 十 警機,6.845811341570818
圖畫 一 百 六 十 真 戰略轟炸機 這 全部 飛行,1.8931489943317645
有 能 防 計算 計算 哪裡 雷達 雷達 這 蘇 五 七,2.378705981322562
N B A 騎 恢復 訓練 場 全部 打 籃球 訓練 再,1.6238572099949427
場 最 限制 四 人 內 騎 開 兩 小時 訓練 安排 一 老師 真 一 籃球員 單對單 訓練 戴上手套 要 戴口罩,3.7731076620668578
美國 記 訪問 說 N B A 有 視像 開會 定 安排 甚麼 可能 六 月 中 再 定,2.0615834258626453
限制 全部 命令 釋放 限制 完 媽媽 節 多 去 酒樓 媽媽 全部 慶祝,3.283076157959004
內地 美國 有 關 真 聯 國 說 全部 世界 停 戰爭 防 肺 炎 有 關 世界 衞生 配合 有 沒,2.3290999944339
經濟 負責 名字 C 波 説 社會 發生 發生 可能 恢復 情況 有 可能 影響 經濟 恢復 不能,3.950514415336036
有 最近 肺 炎 影響 控制 能 經濟 喘息 喘息 能,2.735637873726776
恢復 能 如果 店鋪 或者 餐廳 有 抗議 影響 人流 減少 或者 要 落閘 關門 影響 生計 困難 變 消滅 如果 落閘 抗議 意見 想 要 堅持 和平 要,7.05255493221188
走 不 留 香港 交給 這 人 不得 全部 政府 不喜歡 聽 繼續 自 做 專注 自 想,2.4742924838058906
限制 限制 全部 釋放 限制 多 真 多 全部 家 酒樓 慶祝 旺角 花 買 花園 送 媽媽 媽媽 節 快樂,4.348139849980084
後嗣 後嗣 後嗣 三 全部 飲茶 慶祝 婆婆 後嗣 後嗣 有 全部,5.734814699332586
酒樓 說 早 午 滿 坐 坐 晚 喫飯 多 訂 訂 但是 桌 限制 限制 有 桌 桌 距離 要 有,2.0906414736373424
估 計算 媽媽 節 生意 減 十 幾 百分比,1.5830100529185551
喝茶 除了 有 某人 選 甚麼 旺角 花園 買 花 送 媽媽 今 媽媽 節 我 想 去,2.815882235994483
自 儲蓄 買 是否 花 錢 多少 八 十 我 帶 錢 七 十 回家 再 十元 給 媽媽 會,2.369505595043249
你 媽媽 十元 給我 媽媽 被問 不 介意 我 不 介意 不,2.9271033243075832
年 年 節 節 要 起牀 未 買 花 給 驚喜 今 遲 了 她 知道 早,1.467945270753623
計劃 失敗 說 是 花 店 負責 說 負責 肺 炎 影響 今 年 賣 賣 生意 一般 <MUMBLE>,1.9989517550607103
香港 新 加 三 肺 新冠 入 入 繼續 天 二 一 傳染 香港 全 沒 全部 一 零 四 七 有 另 一 五 人 釋放 醫院 康復,2.591648616052212
這 全部 家 人 去 轉 卡 哈 飛機 返 Q R 八 一 八 星期 六 返 香港 化驗 証實 肺 炎 有,1.578313325297738
繼續 香港 我們 二 一 傳染 沒 某人 問 可否 釋放 限制 限制 或者 全部 不能 各種 管理 要 繼續 不理 美國 英國 歐洲 某些 國,6.057626934640159
美國 要 否 戴口罩 多 爭辯 變 有 暴力 爆發,1.8225602728083268
問 香港再 即刻 去 意思 建議 要 否 處理 反 法 對 政府 不滿 梁 英 說 全部 這 代 政府 工作 不 不能,3.1978869089825888
<MUMBLE> 建議 法 內 興起 經濟 發展,1.5820393645183122
不理 政府 如何 處理 全部 等 求 等 等 全部 人 這 負責 問 如果 對於 問題 聯 幫 不能 如何 全部 能,3.3880857439783214
昨天 有 全部 人 真 大埔 超 城 全部 警察 拘捕 拘捕 懲罰 懲罰 控告 單 給 給 四 人 歲 四 九 男 商場 一 樓 膠 瓶 擲 地,3.4877387830225604
商場 外 安 泰 路 懷疑 某人 高 玻璃 瓶 擲,1.4235672413871883
南韓 新 加 三 四 新冠 肺 炎,0.7521468522207899
一 個 月 內 一 天 內 最 多 多 關於 甚麼 首爾 晚上 酒吧 關於 日本 考慮 今 五 月 中 釋放 部分 急 情況,3.3174761792685588
蔓延 危險 新 星星 八 百 七 六 蔓延 肺 炎 多 請 工人 宿舍 組 全 二 千 二 萬 三 千 但是 東 南 亞 內 最 多 仍然,2.8270996882451573
新冠 肺 炎 影響 多 戴口罩 防 傳染 多 地方 變 習 壞,1.5243190082585802
有 部分 規則 要 公 開 地方 戴口罩 要 但是 美國 戴口罩 要 否 有 爭辯,2.4994036270213282
這 這 戴口罩 不 醫 診治 証實 了 看 看 拍攝 男 去 亞 州 超 推拉車 買 買 戴口罩 沒 職員 爭辯,3.0688287499287297
世界 爭辯 有 多 暴力 暴力 爆發 爆發,2.259768810969127
名字 名字 密 根 州 店鋪 真 保安 戴口罩 爭辯 變 槍殺 死亡,2.845790745252658
真 答 不能 部分 評估 殘忍,1.414058976416082
某人 譏諷 譏諷 譏諷 譏諷 各種 感染 我們 不開心,5.3859103841499145
但是 保護 員工 消費 健康 店鋪 說 真 承諾 不,2.2243219597399113
風 一般 星期 二 有 雨 雨 雷 未來 兩 天 三 天 天氣 變 好,1.339537674573705
今 外 溫度 二 七 濕 百分比 七 五,0.8542934105963538
香港 澳門 今 商討 有 關 配合 如何 真 人 人 來回 三 地方 地方,2.551347002724187
未 滿 歲 一 八 網上 記 訪問 被捕 警 屋 父母 接收 記 會 年輕 細 專業 訓練 沒 危險 影響 安全,3.721662307318788
月 說 今 政府 今 年 會 說 如何 處理 識 開通,1.3374232698183186
各位 準備 請看 香港 澳門 廣 東 政府 今 談 甚麼 放 有 關 限制 檢測 估 今 五 月 能 計劃 完成 符合 三 地區 真 免 檢測 不要,4.900466929636649
如果 旅遊 曾經 去 黑 龍 桔 林 或者 湖 北 曾經 真 最近 新 加 肺 炎 有 危險 高 暫時 入 不能,2.585791267038107
真 外國 七 萬 內 超 四 百 人 肺 炎 有 証實 <MUMBLE>,0.596517885175412
未 滿 歲 一 八 上網 記 訪問 昨天 被捕 警 屋 爸爸 媽媽 接收,2.656020998533403
記 會 說 年輕 細 專業 新 消息 訓練 沒 自 危險 會 有 某人 専業 學 訓練 真 上網 廣泛 影響 新聞 組,3.953929581746358
歲 幾 歲 一 三 記 訪問 卡 示 証實,0.6409153017661979
歲 一 二 半 另 歲 一 六 昨天 尖沙咀 商場 全部 訪問 訪問 警察 考慮 兩 安全 危險 拉去 警署 訓誡,4.169268374628067
真 拘捕 沒 有 關 新聞 有 關 兩 去 抗議 不理 訪問 訪問 一 樣 即刻 拉去 控告 爸爸 媽媽 漏 照顧 孩子,4.590725576814057
上 年 反對 修改 法 到 今 現在 多 學生 訪問 訪問 有 多 人 受傷 多 了 中 學生 上網 上網 拍攝 拍攝 拍攝,4.174644806349684
明顯 知道 新 組 年輕 明白 真,1.4921623403371034
內 真 重要 年幼,0.7868578662870829
環境 複雜 混亂,1.1162546260034691
這 人 有 權利 做 各種 但是 身份 記 訪問 不行 真 是 機 組 訓練 沒 曾經 曾經 經驗 沒 完整,3.693827315042128
害 一 簡單 不 可能 影響 全部 新聞 組 最近 多 上網 直 放,2.059260459348686
立 法 會 開會 議員 名字 C 報 警 上 星期 五 立 法 會 內 委員 會 開會 名字 議員 強 強拉 降下 真 再 私 控告 名字 強 答 沒,3.5656440350202105
真 內 委員 會 上 星期 五 開會 建 組 人 主 組 爭辯 C 跑 保安 被擋 強 手 拉 衣領 五 秒 拉出 降下,3.3320986942406408
C 扶起 後 復 坐 有 再 人 羣 入 過程 幾 次 去 保安 保安 說 阻止,1.8330448028273607
趕出 開會 十 五 分鐘 內 類似 情況 發生 發生 一 次 兩 次,2.591166456829514
最後 一 次 保安 箍住,1.3962773619213245
政府 今 年 內 會 說 解釋 清楚 如何 處理 識 開通,2.0185493324539214
教 會 說 真 月 真 好像 說 教育 専業 組 被批評 被批評 影響 丟面 好像 是否,3.5913165301048893
真 談 課 識 開通 各種 身份 各種 課 如何 做 說 識 開通 有 問題 各種 課 有 問題 真 月 甚麼 證 說,3.4728185195772325
請看,0.6180383455035503
政府 建議 海洋公園 被資助 五 四 億 幫 幫 救 如果 不 撥款 可能 海洋公園 六 月 會 經濟 破產,3.5082955362410813
衞生 說 否認 副 負責 幹事 德 收 這 內地 學習 領袖 開始 壓力 變 傳染 散播 人 人 危險 變 否認,4.424397519240109
重要 防 打仗 關閉 真 第 二 繼續 給 開 成立 年 四 十 幾 這 法 定 組 但是 政府 撥款 沒 今次 第 一 次,2.9054770567581887
生計 或者 再 新 撥款 投資 想 目的 變 恢復 開 基本 收入 生計 情況,3.6631938371613444
以前 比較 有 不同 條件 沒 今日 再 恢復 新 發展 不能,2.5643034904190634
真 關於 撥款 撥款 解決 能 不 政府 提醒 有 關 給 解釋 資料 多 名字 名字 <MUMBLE>,3.0732856885920827
有 關 警察 資物 工 程 全部 變 沒,1.3297920838596156
現在 申請 加 高 工 程 為甚麼 真 無關,1.43134096987388
但是 我 真 重要 質素 符合 法 規則 支持 一 八 反對 一 二 放棄 權利 沒 批准 了,3.2639145282111937
談 了 批准 了 交給 經濟 委員 會 談 <MUMBLE>,1.2906568185905036
這 湖 北 武漢 第 一 次 說 不知 看不到 肺 炎 超 兩 個 月 <MUMBLE>,1.1208812307293874
北京 外 交流 組 說 如果 研究 跟 法 規則,1.3729366065442683
西 A 西 B 有 關 五 証實 肺 炎 有 西 A 恢復 開 傳染 危險 低 希望 六 月 一 二 恢復 比賽,2.1683134257905956
西班牙 聯 比賽 公 開 說 真 一 千 西 A B 這 化驗 証實 肺 有 五,1.4738878741411596
包括 馬 雷 名字 名字 另 一 百 六 十 人 証實 體 有 防 意思 曾經 傳染 但是 現在 康復,2.858762720102895
天氣 情況 雲 多 有 部分 雨 風 雷,0.8711326182064533
明天 部分 過程 雨 減少 明日 溫度 二 六 至 三 一 風 一般 未來 星期 三 有 部分 雨,3.2177308810595218
今 溫度 三 十 濕 百分比 七 十 七,0.8542934105963538
政府 失業 防 計劃 今 準備 二 五 申請 能 包括 加 擴大,2.1052643764773333
香港 今日 新 加 肺 新冠 沒 今 繼續 天 二 三 香港 感染 零,1.7630426318194812
南韓 現在 病 情況 有 部分 真 學校 延後 上課 恢復 今 新加坡 部分 減少 了 限制 規則,4.036973476603753
內地 歌 規則 計劃 現在 準備 五 月 二 七 立 法 會 第 二 宣讀 會 恢復 爭辯 能,2.5441484897640043
地鐵 沙 中 線 紅 今 調查 說 鐡 線 剪 剪 有 但是 全部 結構 安全 報告 說 關於 禮 說 地鐵 管理 失誤 政府 責任 要,3.9527008020295122
菜 水果 加 加 加 三 百分比 十 百分比,1.3994200659348104
另 香港 投資 情況 如何 請看,1.7946299445752405
可能 我 隔離 談 可能 見面 沒 但是 我 會 遲 遲 談 會,1.5220017233414702
前 世界 重 打拳 名字 名字 泰 準備 訓練 訓練 善 比賽 這,2.6428143060527765
天氣 情況 雲 密 多 雨 雨 溫度 二 六 至 三 十 風 風 明天 轉 東 風 地上 風 強 未來 一 兩 天 陽光 熱,2.441971936502774
今 溫度 二 八 濕 八 四 百分比,0.8542934105963538
世界 屋 說 空氣 質素 健康 請看 請看,2.6370125856093534
香港 超 二 三 天 再 証實 肺 炎 有,0.5034395401806118
這 真 後嗣 後嗣 嫲嫲 有 傳染 病 有 另 巴基斯坦 返 香港 男 一 樣 肺 炎 有,3.0087813081284307
政府 說 今 經過 情況 再 真 剛才 再 限制 釋放 八 人 變 恢復 四 人 不要,2.518807230962466
日本 政府 說 明天 說 部分 地區 地區 地區 急 情況 解決 放 泰國 兩 個 月 幾 到 現在 零 証實 肺 炎,3.8610276470413263
香港 今 新冠 肺 炎 阻止 傳染 未,1.2357846761746685
繼續 天 二 三 真 零 零 零 今 加 三 肺 炎 包括 歲 六 六 女 和 後嗣 歲 五 女,1.391184498132989
証實 肺 炎 這 大廈 三 人 傳染 肺 炎 不,0.9841158211516624
大廈 看 單位 感染 近 不,1.2127621597081997
我 看 見不到 調查 調查 可能 繼續 有 部分 社會 區域 爆發 爆發 希望 發生 不,4.099668338184087
他們 附近 接觸 有 人 人 化驗 化驗 化驗 化驗 安排 會,2.5006081524764863
五 月 八 放 接觸 接觸 交流 限制 限制 恢復 三 月 尾 嚴 不要,2.294855673656796
餐廳 一 桌 仍然 八 人 能 酒吧 戲院 健身 中 心 美容 仍然 生計 能,2.8147349424166817
羣 羣 明白 規則 八 限制 限制 另 証實 肺 炎 歲 三 四 上 週 六 巴基斯坦 返 香港 代 起名 入 病 病,2.627919548810699
再 限制 放 不 繼續 天 二 三 零 零 重複 名字 名字 負責 說 勇 有 關 全部 化驗 病 毒,2.1099838472838264
我們 瞭解 一 八 區域 區域 內 有 沒 隱藏 看不到 傳染 真 我 不知道,2.9827132489623707
如果 每天 化驗 化驗 數 數 加 加 七 千 五 百 大約 一 千 人 內 一 化驗,1.962604373972679
意思 一般 呼吸 傳染 情況 或者 發燒 低 要 接受 化驗,2.8697490585182694
明白 夏天 戴口罩 樣子 不舒服 焗 但是 全部 我們 戴口罩 有 看不到 傳染 阻止 快 能 現在 天氣 熱 全部 辛苦 我 明白 大家 不喜歡 戴口罩,6.5922260901799286
現在 大約 有 十 百分比 戴口罩 沒,1.41168401401066
重要 對 甚麼 地方 病 証實 沒 好像 澳門 加 加 病 沒 深圳 沒 但是 現在 不 香港 有 這,2.8316727937175545
仍然 五 月 尾 重複 上課 勇 名字 名字 說 看 情況 再 再 決定 會 <MUMBLE>,1.9296625554293019
或者 拍拖 親吻 擁抱,2.0045264896491326
他 覺得 呼吸 困難 有 想 脫下 口罩 但是 屋 脫 出外 脫 不 濕 濕 空氣 口 裏 細菌 有 弄到 臉 容易 有 暗瘡,4.169215917286827
有 部分 可能 去 洗臉 或者 回家 再 加 用 洗面膏 洗臉 洗,3.1542897616775365
皮膚 醫生 說 天氣 熱 流汗 帶 準備 留下 換 換 脫下口罩 不 黏糊 不 <MUMBLE>,3.19283048968345
日本 東京 一 日 加 十 新冠 肺 炎,1.0342642811872689
一 個 月 幾 內 最 少 政府 領袖 名字 三 說 明天 說 放 放 部分 地區 地區 急 情況,2.4085229337256577
泰國 現在 兩 個 月 幾 內 零 第 一 次,0.6374796905422359
重複 說 嚴 限制 限制 不 不 泰國 新 加 新冠 肺 炎 沒 三 月 九 我們 第 一 次 零,2.078389972538412
新聞 說 監視 警察 會 最 快 星期 五 說 有 關 警察 反對 修改 法 拘捕 拘捕 評估 報告 甚麼,3.6863799397182966
名字 林 加 六 新冠 肺 炎 名字 林 區域 封閉 管理,1.968438781690972
 再 瞭解 太子 八 月 三 一 再 証實 死亡 有 沒 証實,1.664904126298611
解釋 前 後 例如 六 月 九 六 月 一 二 七 月 一 七 月 二 一 八 月 一 一 八 月 三 一,0.652370241215316
全部 特別 文件 文件 文件 報告,1.8327734056263378
我 不能 說 一 零 零 百分比 全部 講 詳細 完整 我 估 一 億 文件 文件 做 完成 不能,2.8343755368695565
真 七 二 一 發生 警察 發生 前 一 星期 多 資料 消息 發生 前 兩 天 有 人 命令 命令 巡邏 有 白 衣服 人 聚集 但是 違法 行為 沒 拘捕 沒,5.19162633932645
政府 說 全部 信 沙 中 綫 地鐵 調查 評估 報告,1.6708247015709388
真 過程 處理 內 評估,0.9066339848030622
沙 中 綫 紅 站 這 建築 調查 報告 評定 地鐵 禮 管理 有 嚴 失誤,2.595667624166936
運貨 屋 領袖 C 帆船 讚揚 評估 報告 全部 全面 嚴 政府 全部 信 跟 過程 如何 處理 評估 甚麼 政府 要 負責,5.008325511348008
內 談 一起 事 評估 會,0.6116127276450478
代表 建築 組 議員 覺得 C 帆船 屋 領袖 要 無奈 下臺 要 C 帆船 監視 自 組 監視 地鐵 艹 重 事 屋,4.280221025449455
政府 職員 退 休 內 事 要 負責 鋼筋 剪 有 中 科學 艹 事 名字 名字 經理 評斷 政府 幫 地鐵 全部 禮,3.601718427720091
真 免 人 事 責任 全部 計劃 評估 內 全部 鑿了 鑿了 鑿了 鑿了 剪下 剪下 剪下 三 百 幾 但是 數 數 詳細 沒 覺得 報告 寫 寫 目的 甚麼,7.795595592903814
定 條 安全 但是 隱藏 隱藏 三 十 百分比 三 三 三 七 筋 短 了 下 星期 評估 報告 說 未 法 發現 控告 <MUMBLE>,3.4577180419102067
一 男 上 年 九 月 旺角 地鐵 破壞 資源 懲罰 八 個月 監牢,2.6508152602965107
他 本人 這 男 破壞 超 二 六 萬,1.210598832778179
催促 承認 貪 玩 犯 違法 承認 事 破壞,1.988271468328629
北 區域 醫 屋 壓力 真 房 上 星期 五 曾經 一 樣 問題,1.7037359071559761
一 另 舒 來 以前 証實 肺 炎 接觸 曾經,1.2137268985769876
肺 炎 名字 舒 真 公 安 屋 內 洗 工人 估 洗 衣 傳染 感染 內地 新聞 報告 証實 肺 炎 包括 公安 屋 員工 有 政府 員工,3.8848051559271815
命令 命令 三 組 組 組 聯繫 追 哪裡 傳染,1.635613725824423
名字 林 加 強 防 防 控制 加 強 封閉,1.0310097969813026
恢復 上課 學生 變 上 網 上課,1.3815734407788658
林 火車 即刻 要 全部 來 人 停 旅客 到 知 停 重複 去,1.7806941558109628
車 全部 旅遊車 全部 停 外 去 想 四 八 小時 有 化驗 酸 沒 事 証實 要 嚴 自 分 檢測 即刻 簽 記 走,2.4999757944411907
區域 區域 戲院 全部 上網 網吧 全部 停,2.545814815809995
香港 另 田 跑步 會 下 年 香港 國 跑步 一 月 二 四 開辦,2.0407253770869285
天氣 情況 雲 多 有 部分 雨 未來 兩 天 三 天 有 部分 時間 下午 有 陽光 熱,2.379649708978635
下 星期 部分 雨 雨 勁 閃電 風,0.9700703416392257
今 溫度 二 六 濕 百分比 八 三,0.8542934105963538
地方 葵芳 梨 屋 木 樹 屋 歲 六 六 結婚 另 男 証實 有 新冠 肺 家庭 加 有 三 估 結婚 男 首先 傳播 傳播,3.4488551380481383
政府 衞生 屋 這 梨 木 樹 邨 樓 樓 五 真 給 給 樣本瓶 樣本瓶 抽出 喉唾液 放入 調查 要,2.9714527565721265
可能 繼續 <MUMBLE> 現在 情況 如何 期待 觀察 這 現在 病 毒 新 這 今 加 一 康復 計算 計算 一 零 零 八 人 走 回家 能,3.9455477721330467
某人 說 資料 漏 漏 食物 衞生 屋 領袖 名字 星期 五 飛機 員工 會 檢測 身體 肺 新冠 有 沒 限制 五 百 加 加 加 擴大 會,4.272942503543921
現在 越來越多 樣子 病 表情 沒 現在 越來越多 現在 我們 再 加 盡力 做 做 會 有 組 組 組 這 這 這 危險 這 甚麼 再 計劃 派 會,3.9954029772305626
如果 現在 肺 肺 變 嚴 重 意思 不同 檢測 身體 計算 計算 項目 要 求 可能 變 愈來愈多 可能,3.838078552448634
檢測 身體 這 工作 雙 同步 要 說 計劃 今 星期 內 檢測 身體 工作 全部 加 加 給 全部 宿舍 內 員工 工作,3.883233615692994
肺 肺 現在 變 變 差 變 變 現在 外 留意 肺 防 這 規則 變 有 沒 加 嚴 有 沒 這 政府 再 專 員工 這 回答,1.85658324586154
個人 個人 衞生 環境 要 清理 要 堅持 繼續 要,2.2524837810706457
政府 估 快 六 月 尾 開始 申請 七 月 錢 派 基本 們 綜援 高齡 津貼 老 生活 津貼 傷殘 能 兩 倍,3.5700692691891667
再 鼓勵 交通 安排 有 政府 某人 屋 生計 賺 低 能 政府 代 付錢 一 個 月 能,2.5518579285374843
政府 錢 領袖 名字 名字 波 說 錢 出 錢 派 想 鼓勵 經濟 發展 能,1.8737527652664772
給 能 努力 未來 能,0.6592622088529059
害 方法 害 害 害 另 國 轉移 視線 不理會 不能,1.9332554307170353
內地 說 這 駐 美國 負責 代表 說 真 這 美國 說話 方法 說謊 變 欺負 欺負 方法 錯,3.4999233613543907
委員 會 調查 有 一 半 超 超 半 鏟 膠 這 釋出 這 有 <MUMBLE> 再 熱 變 形 有,1.366865355782707
日本 縣市 有 八 百分比 急 事 <MUMBLE> 書 全部 解除 解除 後 東京 北 海 大阪 這 這 這 地方 急 仍然,3.8694513138147792
今 兩 星期 明顯 反彈 全部 成交 賣出 賣出 快 能 樓 樓 穩定 面 正 能,3.4187162174245804
估 全部 計算 計算 跌 十 一 五 百分比 情況 樓 發展 好像 社會 情況 或者 影響 經濟 情況 等,3.7367221130783457
股票 情況 請看 請看,1.9231320521701318
食物 委員 會 提醒 提醒 爸爸 媽媽 如果 小朋友 食物 代 喫 一般 即 影響 喫飯 時間 正常 影響 不喜歡 可能,5.4385553062724235
政府 準備 下 星期 四 看 發展 最後 決定 如何,1.8833350689102963
星星 一 天 加 七 五 二 証實 病 多 外 宿舍 組 關鍵 全部 計算 計算 超 感染 兩 萬 六 千,2.8345085034626
雲 多 部分 雨 雨 最 低 二 六 未來 一 天 兩 天 熱 下 星期 部分 下 星期 一 至 二 雨 風 閃電 可能,2.083187698987694
今 溫度 二 八 濕 八 三 百分比,0.8542934105963538
建築 規則 組 議員 支持 梁 彡 好 真 人 主 組 議員 指 方法 錯 違反 到今 副 領袖 名字 名字 郭 議員 主持 真 <MUMBLE> 梁 彡 做 方法 錯,4.172555496403083
真 這 題 <MUMBLE> 評判 真 一 不 全部 談 字 字 字 大家 談 最後 決定 寫 這 質素 規則 估 繼續 能 名字 記者,3.093507966625182
國 泰 飛機 和 旗下 這 香港 龍 四 個月 損失 超 四 十 億 讀書 負責 說 現在 肺 肺 全部 組 短 生計 生計 壓力 有,3.8771247968901634
股票 情況 請看 請看,1.9231320521701318
歐洲 股票 請看 請看,2.0355311001992344
瞭解 有 關 評估 屋 有 關 負責 腦 開通 高 職員 退 工作 兩 有 一 說 批評 公 開 有 關 林 月 批評 反對 修改 法 林 月 指點 指點,4.940019429945513
泰國 政府 上 網 說 即 開始 內地 內地 香港 澳門 真 真 新冠 肺 炎 區域 不,2.623630577256843
光 黑 除去 香港 時代 革命 下午 兩 時 將軍 O 東 港 城 喧嚷 宣揚 口號 有 關 十 五 分鐘 後 警察 來,3.830146072651061
警察 要 求 全部 趕走 趕走 如果 不 懲罰 懲罰 會,2.333174502023106
大約 時間 商場 二 樓 多 隨便 衣 警察 捉拿 捉拿 手 被扣上 膠 綁上 或者 手銬 手銬,4.957466476486902
警察 商場 中 舉起 藍 提醒 提醒 提醒,1.988626917955512
警察 說 懷疑 有 某人 批准 沒 非法 聚集 入 商場 要 求 全部 趕走 全部 部分 聽 不聽從 真 喧嚷 口號 即刻 拘捕,5.162843529501166
有 某人 粗口 罵 商場 保安 是否 控告 警察 中 屋 拉起 膠 生計 不 有 部分 店鋪 落閘 關門,4.4890246530146545
為何 <MUMBLE> 為何 拘捕 非法 警察 是否,2.1752379314345895
軍 帽 警察 帽 來 幫 幫,0.2631201281276325
人 人 正常 去 社 區域 區域 區域 活動,1.9109472060405976
影響 店鋪 或者 普通 人 人 活動 沒,1.4683549135149194
警察 引 引 全部 情緒 或者 盲 拘捕 拘捕,1.808694676002125
真 沙 田 新 城巿 商場 有 人 聚集 一 樣 警察 來 商場 封鎖 封鎖 巡邏 發現 有 部分 店鋪 落閘 警察 走 商場 後 有 某人 喧嚷 口號,5.820361537394902
元朗 名字 名字 商場 職員 提醒 全部 社 分離 分離 叫到 叫到 元 氣 壽司 店鋪 落閘,5.152357907990179
香港 獨立 唯一 路,0.9960857398236318
有 某人 卷髮 長 外 喧嚷 口號 叫 某人 買 不 小 米 內地 電話 落閘 關門,2.9084693412981495
真 對 我 不公平,0.3795158871722645
我 答 例如 分 這 題目 這 C,0.6407236090605131
時間 二 十 分鐘 可能 超 時 真 對我 不好,1.868458517903551
考試 完 後 突然 說 取消 要,1.0650437450989694
真 對 對 考試 學生 之後 考試 擔心 會 有 有,1.8032142795873667
教 聯 會 覺得 考試 變 日本 打仗 內地 歷史 全部 人 難過 同意 取消 要,3.4006118197301305
題目 真 好 方法,0.6070935800226122
取消 題目 但是 看 情況 選 兩 如何 一般 影響 政府 決定 說 以後 題目 意見 意見 要 小心,4.365912868428926
新 華 社 評論 文章 真 有 關 D S E 歷史 公 開 變 日本 打 內地 好像 暴力 行為 變 一般 年 年 變 沒 要 跟 一 國 兩 制 要,3.1098401576637835
真 屬於 教 教 變 一 國 兩 制 特別 教育,0.9812443885787696
香港 區域 區域 人 代表 名字 名字 秋 覺得 合理,2.511525818057287
我們 真 屬於 內地 全部 教育 內容 文章 影響 內地 想 相反,3.1301866324508274
一 國 兩 制 教育 規則 不能 違反 一 國 兩 制 精神,1.5647779811986549
影響 有 再 覺得 偏 批評,0.8798192933091777
另 三 人 放 醫院 康復 仍然 有 二 七 人 留 醫院 泰國 政府 上 網 說 香港 澳門 內地 內地 南 韓,2.932308928155113
真 包括 這 新冠 肺 炎 有 飛機 恢復 未,1.240336960993097
