ID,Decoded Sentence,Target Sentence,Accuracy
2020-05-13/003664-003971,"['日本', '香港', '船', '想', '住', '冠狀病毒', '包括', '一', '不', '團體', '<MUMBLE>', '<BAD>', '一', '星期', '四', '開始', '晚上', '千', '準備', '說', '香港', '人', '肺', '時間', '時間', '病', '時間', '清楚']","['兩', '大廈', '大廈', '街', '街', '全部', '店鋪', '負責', '化驗', '會', '哪裡', '地方', '傳染', '兩', '大廈', '大廈', '內', '三', '留', '估', '傳染', '不要', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-13/011966-012046,"['差不多', '一', '一', '天', '未來', '一', '去', '暫時', '<BAD>']","['逛街', '警察', '一', '樣', '灣仔', '情況', '一', '樣', '類似']",0.1111111111111111
2020-05-13/016799-017141,"['香港', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['考慮', '有', '放', '放', '限制', '限制', '包括', '下星期', '重複', '開', '商場', '買', '新', '星星', '加', '六', '七', '五', '新', '有', '關', '新冠', '肺', '炎', '關於', '甚麼', '外', '請', '宿舍', '二', '萬', '五', '千', '人', '傳染', '肺', '炎', '有']",0.0
2020-05-13/022698-022905,"['如果', '拘捕', '人', '他', '多', '我', '我', '跟', '爆炸', '提醒', '全部', '關閉', '關閉', '關閉', '說', '排隊']","['不能', '堅持', '催促', '催促', '過程', '處理', '地鐵', '系統', '做', '做', '跟', '沒', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-16/001534-001858,"['名字', '星期', '屋', '全部', '澳門', '或者', '澳門', '加', '十', '一', '半', '五', '九', '九', '真', '完成', '有', '二', '來', '兩', '九', '一', '千', '桌', '英國', '小時', '男', '男']","['各位', '準備', '請看', '上', '網', '發起', '下午', '去', '去', '去', '聚合', '將軍', 'O', '東', '港', '城', '拘捕', '拘捕', '八', '人', '非法', '聚集', '打', '警察', '幹涉', '警察', '工作', '<BAD>']",0.0
2020-05-16/020922-021086,"['到', '澳門', '擔心', '一', '接觸', '這', '一', '隔離', '隔離', '二', '決定', '決定', '奧運']","['兩', '學生', '星期', '三', '晚上', '入', '沙', '田', '飲', '破壞', '粉', '山', '審判']",0.0
2020-05-16/029994-030122,"['名字', '飛機', '說', '<X>', '加', '三', '男', '男', '男', '年', '八', '二', '十', '沒']","['研究', '導彈', '厲害', '起名', '厲害', '導彈', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-17/024056-024154,"['命令', '命令', '健康', '規則', '開', '口罩', '一起', '一起', '限制']","['目的', '準備', '六', '月', '六', '前', '說', '會', '<BAD>']",0.0
2020-05-17/026958-027272,"['美國', '酸', '酸', '命令', '', '百分比', '百分比', '一', '後', '完', '美國', '隔離', '美國', '住', '住', '計算', '計算', '發生', '內', '今', '今', '一', '千', '我', '部分', '受傷']","['英國', '消息', '說', '美國', '國', '防', '組', '消息', '說', '如果', '美國', '內地', '十', '年', '後', '這', '圓形', '海', '爆發', '爆發', '美國', '失敗', '防', '臺灣', '不能', '不能']",0.038461538461538464
2020-05-18/006960-007057,"['部分', '決定', '全部', '法', '情況', '變', '外國', '帶', '<BAD>', '<BAD>']","['L', '全部', '票', '能', '勝利', '當選', '多謝', '全部', '支持', '信']",0.0
2020-05-18/016681-016886,"['但是', '有', '法', '有關', '後', '投票', '人', 'A', '甚麼', 'A', '人', '危險', '真', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['保', '工作', '計劃', '有', '分', '限期', '限期', '第', '一', '六', '月', '至', '八', '月', '接受', '申請', '期間', '六', '月', '十', '四', '能']",0.0
2020-05-18/026280-026362,"['這', '給', '有', '屋', '暴力', '要']","['內地', '有', '力', '變', '現在', '情況']",0.0
2020-05-18/030047-030257,"['命令', '特朗普', '組', '組', '香港', '天', '發炎', '二', '公司', '開始', '檢測', '德', '德', '分開', '內地', '內', '禁止', '全部']","['舉手', '真', '違法', '有', '真', '半', '比賽', '名字', '雲', '傳球', '名字', '保', '傳球', '錯誤', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-19/001200-001459,"['名字', '入', '說', '說', '真', '寫', '去', '全部', '去', '內', '四', '九', '九', '比賽', '去', '資料', '準備', '不', '有', '<BAD>']","['教育', '屋', '政府', '說', '批評', '考試', '批評', '歷史', '組', '取消', '這', '林', '月', '說', '管理', '要', '負責', '政府', '幹涉', '寃枉']",0.05
2020-05-20/004775-005031,"['意思', '馬', '三', '三', '內', '降下', '重複', '投票', '但是', '各種', '各種', '各種', '要', '普通', '留', '賣', '賣', '會', '<BAD>', '報導', '記者', '<BAD>', '<BAD>', '<BAD>']","['現在', '旅遊', '會', '有', '一', '千', '七', '百', '幾', '登記', '會員', '如果', '肺', '炎', '持續', '可能', '之後', '有', '多', '旅遊', '公司', '關閉', '關閉', '<MUMBLE>']",0.0
2020-05-20/007662-007833,"['日本', '買', '留', 'C', '重複', '東京', '比賽', '一起', '比較', '傳染', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['客', '人', '減', '四', '十', '百分比', '希望', '肺', '新冠', '減少', '放', '放', '命令', '命令', '限制', '限制', '客', '人', '人流', '能']",0.0
2020-05-20/010135-010359,"['全部', '交流', '強', '全部', '波', '波', '說', '八', '五', '有關', '有關', '有關', '有關', '鑽石', '某些', '全部', '桌', '全部', '人', '<MUMBLE>', '紀念', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['保安', '屋', '領袖', '名字', 'L', '超', '說', '下', '一', '星期', '召', '召', '提醒', '提醒', '委員', '會', '管理', '警察', '會', '反對', '修改', '法', '報告', '評估', '建議']",0.04
2020-05-20/016224-016415,"['有', '二', '<MUMBLE>', '醫院', '醫院', '取消', '取消', '拘捕', '<X>', '其實', '遲', '取消', '各種', '各種', '中']","['菜', '英文', '開', '第', '二', '政府', '出任', '期間', '說', '全部', '穩定', '真', '未來', '發展', '<BAD>']",0.0
2020-05-20/023361-023566,"['新', '兩', '天', '最', '六', '他', '覺得', '覺得', '真', '真', '地方', '一', '二', '這', '船', '船', '肺炎', '肺炎']","['菜', '英文', '另', '名字', '德', '早上', '宣誓', '領袖', '副', '領袖', '跟', '法', '規則', '負責', '做', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-21/011355-011480,"['香港', '國', '安全', '規則', '規則', '學生', '現在', '幫', '懲罰', '仍然', '', '<BAD>']","['有', '某人', '外', '幹涉', '香港', '事', '真', '仍然', '拒絕', '堅持', '一', '樣']",0.0
2020-05-21/032445-032524,"['估', '命令', '二', '過程', '下降', '服務', '這', '題目', '新聞']","['空氣', '質素', '健康', '請看', '降下', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-23/006415-006604,"['意思', '覺得', '內地', '內地', '好', '好', '人人', '基本', '基本', '我', '好', '好', '<BAD>', '<BAD>']","['過程', '過程', '我', '估', '第', '一', '影響', '香港', '現在', '法', '內', '獨立', '不', '另']",0.0
2020-05-23/006723-006910,"['公', '公', '公', '公', '九', '二', '完', '完', '過程', '發展', '少', '地方', '地方', '罪', '罪']","['國', '家', '某些', '破壞', '安全', '意思', '一般', '普通', '行為', '人人', '不', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-23/017359-017648,"['政府', '新聞', '公', '開會', '以前', '另', '另', '屋', '名字', '名字', '德', '德', '香港', '人', '有關', '走', '代', '代', '建議', '做', '做']","['例如', '吸毒', '好', '超', '不好', '全部', '真', '不合理', '全部', '看', '知道', '意思', '超', '已經', '教育', '道', '德', '限制', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-23/021192-021355,"['真', '懲罰', '政府', '真', '一般', '今', '今', '霧', '行', '天', '雷', '外國', '有', '對於']","['時間', '快', '晚上', '有', '柴灣', '綠', '商場', '舉起', '旗', '<MUMBLE>', '標語', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-23/022725-023056,"['香港', '研究', '研究', '社', '社', '各種', '會', '晚上', '月', '月', '有', '三', '外國', '要', '重要', '特別', '特別', '特別', '特別', '指', '政府', '指', '指', '指', '防', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['軍人', '科學', '研究', '病', '毒', '真', '再', '<MUMBLE>', '新', '冠狀', '肺', '打針', '指', '三', '月', '開始', '一', '期', '期間', '試驗', '武漢', '有', '一', '零', '八', '歲', '一', '八', '至', '六', '十', '身體健康', '參加']",0.030303030303030304
2020-05-23/028758-028935,"['政府', '証實', '兩', '上升', '上升', '低', '計算', '星期', '一', '兩', '兩', '醫生', '現在', '買', '口罩', '口罩', '<BAD>', '<BAD>']","['政府', '領袖', '名字', '比', '說', '急', '情況', '命令', '命令', '封關', '封關', '封關', '加', '長', '六', '月', '尾', '仍然']",0.05555555555555555
2020-05-24/003901-004100,"['變', '有', '有', '如果', '工作', '這', '或者', '嚴重', '嚴重', '嚴重', '部分', '餐廳', '部分', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '名字', '路', '有', '關', '交界', '路', '前', '有', '關', '黑', '衣', '鐵', '欄', '拿出', '真', '破壞', '交通', '燈']",0.0
2020-05-25/023036-023386,"['控告', '新聞', '團體', '香港', '安全', '規則', '法', '規則', '另', '喫飯', '另', '字', '議員', '喫飯', '權力', '聚集', '限制', '信', '安全', '領袖', '坐', '考慮', '考慮', '沒', '<MUMBLE>', '這', '沒', '一定', '<MUMBLE>']","['有', '關', '有', '關', '指向', '甚麼', '支持', '反對', '各種', '不能', '有', '關', '爭吵', '主題', '演講', '意見', '要', '小心', '想', '清楚', '評估', '要', '超', '真', '處理', '合理', '要', '不能', '<BAD>']",0.0
2020-05-26/000813-001027,"['香港', '醫生', '記者', '月', '天', '以前', '前', '前', '前', '走', '隔離', '有關', '住', '船', '公司', '怎樣', '勁', '用', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['唱歌', 'O', 'K', '有', '組', '組', '屋', '屋', '有', '星期', '四', '即將', '開', '能', '中', '三', '至', '中', '五', '恢復', '上課', '看', '學校', '準備', '如何']",0.0
2020-05-27/030800-031051,"['我', '誰', '坐', '國', '仍然', '如果', '今', '炎', '看', '看', '但是', '影響', '如何', '解釋', '看', '留意', '有', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['我', '決定', '要', '做', '我', '想', '如何', '反對', '會', '外', '交', '組', '說', '堅持', '一', '國', '兩', '制', '對於', '仍然', '主', '權力', '決定', '變', '不', '<MUMBLE>', '記', '訪問']",0.03571428571428571
2020-05-30/006988-007083,"['天氣', '政府', '規則', '警察', '好', '瞭解', '接受', '中']","['留意', '兩', '規則', '但是', '忘記', '一', '國', '重要']",0.125
2020-05-30/007752-007847,"['真', '大約', '<X>', '東', '看到', '二', '幾', '二']","['首先', '時間', '背景', '一定', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-30/009991-010226,"['如果', '<X>', '過程', '國', '<X>', '路', '能', '路', '能', '情況', '某些', '某些', '重要', '方法', '<MUMBLE>', '困難', '關於', '個人', '規則', '<BAD>']","['如果', '全部', '罪', '定', '合理', '懷疑', '沒', '第', '三', '一般', '法', '規則', '行為', '違法', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.1
2020-05-30/015149-015263,"['明天', '熱', '主', '炎', '可能', '可能', '仍然', '一', '五', '五']","['美國', '如果', '取消', '香港', '特別', '身份', '影響', '香港', '會不會', '<BAD>']",0.0
2020-05-30/018870-019084,"['我們', '聯', '名字', '委員', '這', '聯', '聯', '聯', '<MUMBLE>', '<MUMBLE>', '決定', '決定', '真', '差不多', '人', '最近', '一', '証實', '開始', '停', '能', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['第', '一', '次', '有', '現在', '立', '法', '會', '議員', '加', '入', '問', '問', '責任', '組', '工', '聯', '阿', '有', '關', '勞工', '福利', '屋', '副', '領袖']",0.0
2020-05-30/025969-026213,"['全部', '這', '關於', '關於', '考試', '考試', '留', '現在', '覺得', '工作', '考試', '遲', '遲', '這', '出糧', '個', '內', '內', '內', '內', '內']","['內地', '真', '世界', '新聞', '說', '內地', '準備', '最', '壞', '情況', '美國', '壓', '內地', '失敗', '不', '自', '弱', '會', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-30/031861-032026,"['五', '六', '留意', '合作', '低', '政府', '至', '二', '點', '會', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['吹', '南', '西', '南', '未來', '兩', '天', '三', '天', '天氣', '熱', '部分', '時間', '有', '陽光']",0.0
2020-06-01/000384-000646,"['有', '寫', '船', '有', '二', '<MUMBLE>', '好', '好', '一', '樣', '<X>', '不同', '不同', '工作', '有', '違反', '月', '內', '不能', '做', '要', '個', '億', '這', '能']","['香港', '首次', '有', '醫療', '救', '負責', '新冠肺炎', '有', '以前', '送到', '醫院', '女', '肺炎', '女', '她', '兩', '個', '同事', '一', '樣', '証實', '肺炎', '有', '<BAD>', '<BAD>']",0.0
2020-06-01/002933-003032,"['人', '快', '男', '男', '年齡', '突然', '變']","['<MUMBLE>', '病', '情況', '檢測', '看不到', '可能', '<BAD>']",0.0
2020-06-01/008207-008508,"['新聞', '交流', '一', '樣', '強', '評估', '評估', '<MUMBLE>', '負責', '名字', '有', '山', '七', '新聞', '不同', '變', '新聞', '醫院', '<MUMBLE>', '選', '題目', '事', '事', '數', '數']","['衞生', '防', '中', '心', '指派', '有', '兩', '個', '結婚', '住', '沙田', '祿泉樓', '負責', '全部', '樓', '內', '病毒', '檢測', '清理', '工作', '加強', '持續', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-01/013615-013806,"['政府', '<BAD>', '基金', '示威', '給', '給', '口罩', '一', '萬', '兩', '要', '病', '病', '給', '免費', '給', '一', '萬', '審判', '能']","['考慮', '<MUMBLE>', '影響', '香港', '自', '美國', '有', '貿易', '喫虧', '會', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-01/013837-013972,"['香港', '隊', '各種', '危險', '完', '要', '外', '暫時', '外', '歐洲', '走']","['陳茂波', '說', '<MUMBLE>', '說', '人民銀行', '支持', '保衛', '聯繫匯率', '仍然', '<BAD>', '<BAD>']",0.0
2020-06-05/017267-017573,"['東', '東', '船', '<MUMBLE>', '船', '船', '人', '醫', '醫', '影響', '二', '真', '屋', '或者', '或者', '或者', '內', '全部', '說', '傳染', '比', '<BAD>', '<BAD>']","['星期', '一', '高', '一', '年級', '高', '小', '四', '年級', '一致', '事實', '準備', '復課', '<MUMBLE>', '學校', '多', '如果', '跟隨', '清理', '可能', '復課', '機會', '能']",0.0
2020-06-07/022159-022424,"['另', '內', '內', '會', '關於', '關於', '關於', '未', '真', '真', '發生', '發生', '發生', '政府', '不能', '未', '未', '說', '今', '人', '擔心']","['世界', '衞生', '會員', '全部', '同意', '同意', '新', '冠', '獨立', '調查', '科技', '組', '現在', '病', '爆發', '內地', '高', '看', '嚴', '加', '研究']",0.0
2020-06-08/004259-004334,"['有', '最後', '這', '意見', '意見']","['有', '步驟', '<BAD>', '記', '簽名']",0.2
2020-06-10/001745-002014,"['曾經', '去', '去', '去', '排隊', '工', '破壞', 'T', '一', '樣', 'T', '違法', '違法', '這', '比較', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['有', '關於', '主', '民', '團體', '擔心', '有', '關於', '早', '決定', '<X>', '保安', '屋', '<MUMBLE>', '名字', '葉', 'L', '說', '英國', '以前', '有', '政府', '負責', '資料', '蒐集']",0.0
2020-06-10/009265-009471,"['再', '一', '再', '樣', '會', '計劃', '或者', '能', '投票', '投票', '或者', '區域', '區域', '生活', '生活']","['煽動', '未來', '星期日', '工作', '放棄', '讀書', '放棄', '我', '其實', '不開心', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-13/006080-006451,"['我', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['多', '<X>', '試過', '去', '區域', '區域', '食物', '貨', '批准', '開始', '關閉', '開始', '緊急', '情況', '人', '接觸', '試過', '酸', '檢測', '現在', '有', '四', '十', '六', '証實', '有', '肺', '發炎']",0.0
2020-06-13/009513-009812,"['人', '專業', '委員', '快', '處理', '快', '明天', '明天', '政府', '十', '調查', '心', '覺得', '但是', '國', '幫', '內地', '努力', '幾', '要', '月', '坐', '急', '留', '留', '<BAD>', '<BAD>', '<BAD>']","['名字', '滿', '區域', '區域', '新', '貨', '批准', '切', '三', '魚', '砧板', '檢測', '有', '新冠病毒', '肺炎', '有', '北京', '四', '川', '超市', '或者', '日本', '餐廳', '暫時', '賣', '三', '魚', '不']",0.0
2020-06-13/009855-010040,"['北京', '北京', '北京', '內地', '前', '國', '準備', '餐廳', '兩', '餐廳', '醫生', '食物', '看', '兩', '月', '依然']","['真', '<MUMBLE>', '遠', '十', '八', '<BAD>', '公里', '超級市場', '真', '貨', '海鮮', '區域', '全部', '暫停', '三文魚', '<BAD>']",0.0
2020-06-13/018520-018796,"['東', '東', '分鐘', '化驗', '排隊', '西', '一', '五', '西', '西', '星期', '香港', '人', '內', '開', '內', '研究', '房', '十', '四', '十', '人']","['三', '二', '一', '說', '開始', '關閉', '<BAD>', '四', '個', '月', '完', '海洋公園', '重複', '開', '入', '特別', '規則', '處理', '管理', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-13/018862-019110,"['政府', '政府', '天', '香港', '天', '女', '女', '世界', '飛機', '香港', '<MUMBLE>', '香港', '違反', '工作', '工作', '工作', '時間', '有', '責任', '責任', '責任', '有']","['美國', '總統', '特朗普', '同意', '要', '鎖喉', '方法', '<BAD>', '<BAD>', '捉', '不要', '但是', '特別', '情況', '一', '樣', '要', '仍然', '鎖喉', '能', '<BAD>', '<BAD>']",0.0
2020-06-14/020957-021052,"['海', '海', '海', '負責', '負責', '工作', '<BAD>']","['真', '破壞', '中', '小', '公司', '喘息', '時間']",0.0
2020-06-15/003498-003715,"['最', '日期', '老', '十', '十', '小時', '內', '依然', '過程', '過程', '人', '分開', '仍然', '真', '仍然', '一定', '買', '要']","['影響', '香港', '<X>', '跟著', '基本法', '條例', '<X>', '有', '法', '現在', '法', '條例', '權力', '最後', '審判', '權力', '影響', '不']",0.0
2020-06-15/015229-015466,"['名字', '名字', '美國', '超', '超', '超', '選', '有', '第', '比', '如果', '如果', '賣', '行為', '差不多', '暫時', '合理', '合理', '少', '排隊', '去', '<BAD>']","['學校', '話', '出席', '<BAD>', '<BAD>', '八', '十', '巴仙', '左右', '因為', '擔心', '肺', '發炎', '入', '學校', '不要', '致電', '父母', '完成', '如果', '擔心', '能']",0.0
2020-06-15/018492-018647,"['或者', '未', '控制', '考慮', '天氣', '天氣', '多', '幫', '檢測', '檢測', '關門', '路', '訓練', '<BAD>', '<BAD>']","['真', '方便', '不', '看到', '內地', '澳門', '現在', '一', '半', '錢', '或者', '四', '分', '一', '便宜']",0.0
2020-06-17/004747-004862,"['今', '評估', '評估', '早', '部門', '行', '等', '等', '個', '完成', '能', '<BAD>', '<BAD>']","['立', '法', '會', '選舉', '人', '<X>', '如果', '<X>', '反對', '香港', '安全', '法', '條例']",0.0
2020-06-17/023065-023218,"['中', '最後', '說', '過程', '監督', '監督', '內地', '嚴重', '嚴重', '全部', '死亡', '小', '<BAD>', '<BAD>', '<BAD>']","['減', '衞生', '危險', '<X>', '全部', '<X>', '現金', '不要', '最', '好', '<X>', '要', '求', '新', '貨']",0.0
2020-06-18/019159-019321,"['真', '病', '差不多', '文件', '文件', '文件', '內地', '會', '入', '貨', '現在', '了', '了', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['參加', '計劃', '<MUMBLE>', '<X>', '貼', '門外', '貼', '貼', '這', '原來', '給', '人', '看', '記得', '知道', '能', '三', '月']",0.0
2020-06-21/032305-032388,"['今', '溫度', '三', '十', '濕', '十', '四', '十', '百分比']","['現在', '溫度', '三', '十', '濕度', '七', '十', '五', '百份比']",0.3333333333333333
2020-06-24/003730-004004,"['地鐵', '人', '大', '任何', '有', '說', '名字', '日本', '日本', '<MUMBLE>', '日本', '<MUMBLE>', '完', '完', '完', '可能', '估計', '合理', '合理', '開始', '再', '數']","['歷史', '問題', '影響', '香港', '多', '法官', '有', '雙重', '或者', '多', '國', '護照', '一刀切', '外國', '居留權', '有', '情況', '不', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-24/007632-007752,"['這', '情況', '情況', '情況', '關於', '隊', '聚集', '<BAD>', '<BAD>']","['保護', '甚麼', '全部', '十', '四', '億', '人民', '安全', '問題']",0.0
2020-06-24/009886-009960,"['我', '人', '去', '去', '變', '變']","['條文', '未', '寫', '完成', '<BAD>', '<BAD>']",0.0
2020-06-25/003408-003696,"['另', '<MUMBLE>', '外國', '外國', '外國', '全部', '入境', '組', '旅遊', '旅遊', '站', '禁止', '計劃', '屋', '能', '支持', '要', '救', '大', '禁止', '月', '男', '會']","['想', '長', '管理', '首先', '要', '尋找', '基本', '這', '哪裏來', '想', '目的', '線', '內地', '甚麼', '反叛', '政', '權', '管理', '不', '變', '會', '好像', '臺灣']",0.0
2020-06-27/024068-024298,"['內地', '年', '一', '時', '會', '金', '街', '人人', '人人', '兩', '兩', '有', '人', '後', '有', '一', '負責', '裡面', '裡面', '裡面', '月', '月', '死亡']","['名字', '密', '根', '州', '多', '超', '一', '百', '幾', '船', '船', '湖', '船', '船', '聚集', '派對', '口罩', '沒', '分開', '沒', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-29/002851-002990,"['這', '社會', '國', '答', '部分', '這', '其他', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['永遠', '監禁', '不', '消息', '說', '條文', '<X>', '比較', '另', '地區', '規則']",0.0
2020-06-29/007038-007359,"['世界', '冠狀病毒', '研究', '証實', '証實', '發炎', '最', '不', '外', '外', '可能', '早', '資料', '懲罰', '懲罰', '懲罰', '報告', '報告', '報告', '名字', '希望', '這', '真', '有關', '有關', '有關', '不能', '最後', '不能', '補', '補', '能']","['北京', '外國', '交流', '部門', '說', '有關', '香港', '問題', '表現', '不好', '美國', '人', '簽證', '限制', '限制', '美國', '有關', '有關', '香港', '建議', '專門', '垃圾', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-29/023507-023647,"['希望', '情況', '說', '這', '即', '六', '十', '擔心', '真', '不能', '不能', '清理']","['但是', '分析', '說', '片段', '可能', '加', '兩', '<MUMBLE>', '<X>', '懷疑', '戰爭', '<BAD>']",0.08333333333333333
2020-07-01/014890-015165,"['可能', '聯', '<MUMBLE>', 'L', '責任', '責任', '有', '仍然', '有關', '另', '國', '法', '組', '決定', '決定', '一起', '心', '線', '其實', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['真', '法', '規則', '剛剛', '說', '<X>', '誰', '懷疑', '感覺', '有', '但是', '時間', '<BAD>', '事', '真', '証實', '能', '立', '法', '立法', '反對', '一', '國', '兩種不同規則', '沒', '這', '法', '規則', '']",0.0
2020-07-01/018755-018852,"['另', '另', '方法', '分', '其實', '變', '<MUMBLE>', '發展', '<BAD>']","['真', '我', '好像', '嚇', '<MUMBLE>', '我', '怕', '不', '']",0.0
2020-07-01/024008-024117,"['証實', '世界', '七', '七', '証實', '証實', '完', '千', '千']","['我', '現在', '歧視', '內地', '政府', '保護', '主', '權利', '決定']",0.0
2020-07-01/029952-030177,"['警察', '消息', '屋', '調查', '月', '開始', '聯', '情況', '情況', '不能', '全部', '遲', '遲', '遲', '遲', '遲', '點', '二', '點', '<BAD>']","['意大利', 'A', '有', '關於', '名字', '雲', '真', '三', '至', '一', '打敗', '這', '名字', '亞', '世界', '真', '名字', 'C', '踢球', '']",0.0
2020-07-02/001355-001716,"['日本', '決定', '五', '日期', '日期', '日期', '學生', '學生', '學生', '學生', '人', '一', '警察', '人', '知道', '隔離', '前', '前', '前', '前', '計劃', '計劃', '以前', '分鐘', '以前', '真', '其他', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['多', '國', '留意', '關於', '香港', '安全', '規則', '這', '開始', '剛才', '北京', '控告', '控告', '這', '美國', '幹涉', '目的', '最後', '失敗', '會', '<BAD>', '指出', '錯誤', '英國', '再次', '指出', '錯誤', '英國', '真', '<MUMBLE>', '違反', '以前', '同意', '真', '違反', '有', '']",0.0
2020-07-02/022538-022813,"['名字', '名字', '六', '暫時', '開始', '全部', '開始', '發生', '研究', '研究', '研究', '不', '<X>', '發生', '發生', '知道', '真', '可能', '線', '死亡', '死亡', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['現在', '我', '計劃', '有', '現在', '我', '星期', '星期', '前', '我', '說', '完', '我', '會', '最後', '修改', '好', '快', '一起', '考慮', '加入', '會', '<MUMBLE>', '好像', '英國', '這', '機會', '給', '會', '']",0.0
2020-07-02/032627-032711,"['今', '溫度', '三', '十', '濕', '七', '濕', '百分比', '<BAD>']","['現在', '溫度', '三', '一', '濕', '七', '三', '百分比', '']",0.5555555555555556
2020-07-04/001150-001270,"['小', '小', '小', '看到', '今', '有關', '去', '去', '<BAD>', '<BAD>', '<BAD>']","['消息', '說', '加', '六', '入', '入', '病', '包括', '一', '駕駛', '飛機']",0.0
2020-07-05/004345-004441,"['香港', '再', '加', '南韓', '一', '新冠肺炎', '新冠肺炎', '新冠肺炎', '新冠肺炎']","['困難', '定', '社區', '完美', '沒', '不能夠', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-07-05/017039-017131,"['如果', '知道', '警察', '警察', '意見', '意見', '<BAD>', '<BAD>']","['想', '<MUMBLE>', '內地', '政府', '香港', '政府', '限制', '限制']",0.0
2020-07-05/020741-020886,"['現在', '未來', '說', '未來', '區域', '即', '即', '即', '有', '再', '心', '記者', '<BAD>']","['八', '月', '再', '警察', '屋', '我', '報到', '男', '客人', '釋放', '能', '無線電視', '記者']",0.0
